PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit,Sample
4,DXR,FOS,32.0,2.0,92.1920115495669,ug/mL,PS
4,DXR,FOS,0.0,4.0,97.3581452104942,ug/mL,PS
4,DXR,FOS,0.5,4.0,97.09995136186771,ug/mL,PS
4,DXR,FOS,1.0,4.0,98.10265142301142,ug/mL,PS
4,DXR,FOS,2.0,4.0,98.02905189560606,ug/mL,PS
4,DXR,FOS,4.0,4.0,97.22706766917294,ug/mL,PS
4,DXR,FOS,8.0,4.0,93.25869894099849,ug/mL,PS
4,DXR,FOS,16.0,4.0,96.02968684004102,ug/mL,PS
4,DXR,FOS,32.0,4.0,93.2904079913347,ug/mL,PS
4,DXR,FOS,0.0,8.0,88.61250985864223,ug/mL,PS
4,DXR,FOS,0.5,8.0,87.45526235972095,ug/mL,PS
4,DXR,FOS,1.0,8.0,88.71016691957512,ug/mL,PS
4,DXR,FOS,2.0,8.0,90.01647647525479,ug/mL,PS
4,DXR,FOS,4.0,8.0,90.68281805580666,ug/mL,PS
4,DXR,FOS,8.0,8.0,89.99819135467534,ug/mL,PS
4,DXR,FOS,16.0,8.0,92.61452919134534,ug/mL,PS
4,DXR,FOS,32.0,8.0,87.23994452149792,ug/mL,PS
4,DXR,FOS,0.0,16.0,70.2823359073359,ug/mL,PS
4,DXR,FOS,0.5,16.0,61.82156133828995,ug/mL,PS
4,DXR,FOS,1.0,16.0,61.9472763467455,ug/mL,PS
4,DXR,FOS,2.0,16.0,67.03303303303304,ug/mL,PS
4,DXR,FOS,4.0,16.0,69.80189076895284,ug/mL,PS
4,DXR,FOS,8.0,16.0,82.55449837408166,ug/mL,PS
4,DXR,FOS,16.0,16.0,61.30314344212935,ug/mL,PS
4,DXR,FOS,32.0,16.0,48.27211213146448,ug/mL,PS
